"Original Text","Predicted Target","Predicted Stance","Ground Truth Target","Ground Truth Stance"
"I don t actually think Tim Martin s position on EU migration is hypocritical. He s always been happy for CE Europe to be a labour pool for his pubs. It s just that he d much rather it was a pool who didn t have the additional rights security of being EU citizens in an EU country.","immigration","FAVOR","position","NONE"
"Couldn t sleep at night because was having a duty,just home after meeting with MS regarding different issues patients and doctors have been facing. Will reply these trolls and their troll in chief Mashwani after I wake up InshaAllah.","doctors","FAVOR","chief Mashwani","AGAINST"
"Riding a motorcycle and being in a gang Being in love and women's rights and male hedonism","rights","FAVOR","Women's Right","FAVOR"
"Rock the Vote concert' was a success, attended mainly by youth first time Voters. The platform was utilised to preach peace ahead of Presidential Election. Proudly supported by US, Kerr Fatou and patriotic citizens of our dear Nation.","gambia","FAVOR","Presidential Election.","NONE"
"Every shift I see this right when I walk into the women s locker room! It s a great reminder a good way to start my shift! With all the hate in the world right now esp towards policing-we need this trish fergusonp","police","FAVOR","women s locker room","NONE"
"Today I seen the new Disney's Cruella movie in cinemas at vuecinemas and in my opinion this has to be my favourite Disney Live Action Movie Of All Time after 10 mintues of the movie I felt in love with the story, characters, build-up and music. Disney","disney","FAVOR","Disney's Cruella movie","FAVOR"
"Tathan Martell is going to UNLV. Somehow he still has 2 years left of eligibility. Then again, Nick Starkel, the guy he called ass, my dude is also still in CFB. Tua, who was in the same class as Martell, will be in his 3rd year in the NFL when Tathan graduates. 18 75 1,347","college football","AGAINST","UNLV","AGAINST"
"Making A Living As A Writer: Interview with Mark London Williams, Author of The Danger Boy Series. Mark London Williams has a chat with him about his writing career, making a living as a writer, his Danger Boy series, and his life during the COVID pandemic.","covid-19","FAVOR","COVID pandemic","NONE"
"As most G7 economies target Hybrid Electric Vehicles HEV by 2030, western oil traders are turning to Africa as the market segment that ll offer them a sanctuary hence this fiery attempt to wrestle the oil industry from black oil traders and of course assisted by our pathetics","electric cars","AGAINST","Hybrid Electric Vehicles","FAVOR"
"The Biden White House s ceremony for the marriage equality bill was a bizarre carnival. Everybody seemed to forget that gays lesbians have had this right for 7.5 yrs that the majority on both sides support it. Also, u can t have a same sex marriage if you don t have a gender. 74 491 1,794","gay marriage","AGAINST","gays lesbians","FAVOR"
"NBA POD via BetUS Official Sixers vs Bulls Ov 231 -110 Odds: BetUS Official 2 high paced teams in their respective situation! Lots of buckets! No money in your Bet account? 50 no deposit bonus: 3 23 103 14.8K","sports betting","FAVOR","teams ","FAVOR"
"Ja'Marr Chase left quite an impression on star safety Tyrann Mathieu ""I hate to compare people, but he's like Odell Beckham 2.0,"" Mathieu told Films. He took a drive starter it 80-yards to the crib. He outran everybody. He had like 200 at halftime.","football","FAVOR","Ja'Marr Chase","FAVOR"
"70 of voters would go sampling in the mine if only Chinese would allow it . They are not alone: recently, asked to see the medical records of the miners who fell sick in 2012. And Bill Gallaher thinks the mine is a ""hot zone"". Moreno Colaiacovo emmecola Jun 18, 2021 Where would you go sampling to find the ancestor of SARS-CoV-2? Show this poll","coronavirus","FAVOR","70 of Voters","NONE"
"Quinnipiac poll: 4 out of 5 Texas Republicans ""believe there was widespread voter fraud in the 2020 presidential election."" There wasn't. No one disputing the outcome has put forward credible evidence of widespread election fraud in any state. poll.qu.edu 74 Of Texas Voters Oppose Handguns With No License Or Training, Quinnipiac University Poll Finds ...","guns","AGAINST","Handguns","AGAINST"
"CM informed State has established a large network of Govt and private hospitals across the districts to provide free quality treatment to people and thanked efforts of all the doctors and healthcare community for ensuring timely treatment to the Covid patients.","covid-19","FAVOR","CM","NONE"
"Based on today s Russian torture video of a Ukrainian POW, I am ever more convinced that Russia monitors Cartel telegram: 1. The specific video is a common torture technique used by cartels.","torture","FAVOR","Russian torture video","AGAINST"
"The more you read the clearer it gets that the Kerch Bridge has been hit by ATACMS. The fact that Russia wants it that unlucky truck driver to be is the proof how afraid the Kremlin is to follow up on its own empty threats. But rest assured it was a missile. And more will come. 69 106 1,099","missile strike","FAVOR","ATACMS","AGAINST"
"""doomerism"" around climate collapse, to be honest, is less of a problem than ""optimism in our structures"" is. kids dont need other people telling them climate change will destroy their world. they know it will. kids arent ignorant. the liberal backlash against ""doomerism"" is K IbaraEleven Jun 9 Ignore the evidence of your eyes and ears.","climate change","AGAINST","Doomerism","AGAINST"
"Just under way in the first game of the day R6 of the men's football league between Vincents GAA and EireOgOxford The other fixtures, table and last round's results also here.","gaelic football","FAVOR","EireOgOxford","NONE"
"100 years of autonomy for land today - let s remember the most unlikely achievement on the men s football pitch, IFK Mariehamn winning the title in 2016. Escape To Suomi EscapeToSuomi Oct 24, 2016 IFK Mariehamn celebrating their championship win this evening","independence","FAVOR","IFK marieham","FAVOR"
"Learn about the opioid epidemic and its scope to impact overdose and abuse prevention in your care setting. Join our free webinar Friday at 9:00 am to learn more. CEUs 3.0 Register now:","prevention of opioid overdose","FAVOR","overdose and abuse prevention","FAVOR"
"The U.S. and Russia were allies going way, way back in history. Catherine the Great supported the US revolution against the British Empire. Alexander II supported Lincoln against the same British Empire, and sent the Russian fleet to NYC and San Francisco in support of the US.","united states","FAVOR","Catherine","FAVOR"
"When FAME-II revision, and state EV incentives are included, we find that an E2W buyer will save around Rs 75000 over a ten-year life of E2W even after including the cost of a battery replacement. And we calculated this with gasoline price of Rs 83 litre.","electric vehicles","FAVOR","E2W buyer","FAVOR"
"100 years of autonomy for land today - let s remember the most unlikely achievement on the men s football pitch, IFK Mariehamn winning the title in 2016. Escape To Suomi EscapeToSuomi Oct 24, 2016 IFK Mariehamn celebrating their championship win this evening","football","FAVOR","Autonomy","NONE"
"CeeDee Lamb Noah Brown are the only healthy Cowboys receivers with significant NFL playing time on their resumes. I d prolly pick up the phone if I were them. 102 130 1,371","cowboys","FAVOR","Noah Brown","FAVOR"
"Women s football teams have different histories to men s football teams, I understand why fans from the men s game think they can superimpose those feelings and rivalries but what they re doing is supplanting throwing away the actual histories these teams have. Meg Linehan itsmeglinehan Jul 1, 2021 what if I told you that you don t have to do dos a cero for women s games, like at all or ever again Show this thread","women's soccer","AGAINST","Women s football teams","FAVOR"
"Though sorry to see that the story AGAIN features the usual suspects Ramana and Lyman who apparently have nothing else to ever contribute than to oppose nuclear energy. False balance Actually interesting focus would be whether this deal actually funds how many plants","nuclear power","AGAINST","Ramana and Lyman","AGAINST"
"5 Mr Bowbrick from beisgovuk presents current situation of nuclear energy in the UK. The British Gov't is happy of how work is going on at","nuclear energy","FAVOR","Mr Bowbrick","NONE"
"maybe in another job which is clinical pschologist aaminn hehe. watch hospital playlist, you wont regret. its about ordinary life of doctors but giving you perpectives from doctors and patients. ok tu je. kesimpulannya, tengok ok hahaha","hospital","FAVOR","Clinical Pschologist","NONE"
"So where's the big rally at Tin Horn Flats today? I only saw two weirdos holding a sign that said, ""Fauci for prison"", which clearly makes no sense. tinhornflats","lockdown","AGAINST","Fauci for prison","NONE"
"If paulkagame gets away with this, none of us are safe. Please sign and share this petition to the NBA urging them to demand the immediate release of ""Hotel Rwanda"" hero Paul Rusesabagina. genocideno NBA FreetheHero","rwanda","AGAINST","Paul Rusesabagina","FAVOR"
"Topps has released a new collection based on Pixar's 'LUCA' in the Disney Collect! app. Take a look at some of the artwork on the cards 1 2 : 5 404 3,144","disney","FAVOR","Topps","NONE"
"Just had a lege session following Winter Storm Fiasco. The Rs passed a voter suppression bill, an anyone can carry a gun w no permit bill, a teachers can't teach actual history if it's about anything notflattering to white people bill. BUT THEY COULDN'T ADDRESS OUR POWER GRID??!! Ashley Lopez AshLopezRadio Jun 14, 2021 Cue a whole","voter suppression","FAVOR","voter suppression bill","AGAINST"
